Time,GeoType,GeoID,GeoRank,Geography,"Age-adjusted rate (Females) per 100,000","Age-adjusted rate (Males) per 100,000","Age-adjusted rate per 100,000",Average annual number,Average annual number (Females),Average annual number (Males),Type
2001-2005,Subboro,4,5,University Heights/Fordham,34.7,70,47.7,37.2,16,21.2,Lung and Bronchus
2001-2005,Subboro,5,5,Kingsbridge Heights/Mosholu,36.4,70.5,48.5,42.6,19.4,23.2,Lung and Bronchus
2001-2005,Subboro,6,5,Riverdale/Kingsbridge,41,68.6,52.2,68.8,33.8,35,Lung and Bronchus
2001-2005,Subboro,7,5,Soundview/Parkchester,35.2,66.6,47.1,68.2,31,37.2,Lung and Bronchus
2001-2005,Subboro,8,5,Throgs Neck/Co-op City,52.7,82.2,63.2,97.6,49.2,48.4,Lung and Bronchus
2001-2005,Subboro,9,5,Pelham Parkway,47.8,72.1,58.1,77,38,39,Lung and Bronchus
2001-2005,Subboro,10,5,Williamsbridge/Baychester,34.2,62.8,45.2,58,26.6,31.4,Lung and Bronchus
2001-2005,Subboro,11,5,Williamsburg/Greenpoint,42.3,68.4,52.9,60,28.4,31.6,Lung and Bronchus
2001-2005,Subboro,12,5,Brooklyn Heights/Fort Greene,40.1,68.4,51.2,50.8,23.2,27.6,Lung and Bronchus
2001-2005,Subboro,13,5,Bedford Stuyvesant,37.4,80.7,53.7,52.4,22.2,30.2,Lung and Bronchus
2001-2005,Subboro,14,5,Bushwick,31.4,70.1,46.5,36.8,14.6,22.2,Lung and Bronchus
2001-2005,Subboro,15,5,East New York/Starret City,39.6,67.7,49.7,57.6,28,29.6,Lung and Bronchus
2001-2005,Subboro,16,5,Park Slope/Carroll Gardens,43.3,66.2,52.5,42.2,19.8,22.4,Lung and Bronchus
2001-2005,Subboro,17,5,Sunset Park,41.4,71.9,54.5,59,25.6,33.4,Lung and Bronchus
2001-2005,Subboro,18,5,N. Crown Heights/Prospect Heights,35,71.7,49.1,51.2,22.6,28.6,Lung and Bronchus
2001-2005,Subboro,19,5,South Crown Heights,26.4,47.8,34.8,35,16,19,Lung and Bronchus
2001-2005,Subboro,20,5,Bay Ridge,42.9,87.4,60.4,88,36.6,51.4,Lung and Bronchus
2001-2005,Subboro,21,5,Bensonhurst,43.8,82.6,60.1,130.8,55.8,75,Lung and Bronchus
2001-2005,Subboro,22,5,Borough Park,32.9,50.6,40.3,60,28,32,Lung and Bronchus
2001-2005,Subboro,23,5,Coney Island,33.8,66.9,47.5,83.2,35.6,47.6,Lung and Bronchus
2001-2005,Subboro,24,5,Flatbush,31.9,60.6,43.4,66,29,37,Lung and Bronchus
2001-2005,Subboro,25,5,Sheepshead Bay/Gravesend,44,70.1,55,109.4,50.6,58.8,Lung and Bronchus
2001-2005,Subboro,26,5,Brownsville/Ocean Hill,43.3,80.6,57,47.8,22.8,25,Lung and Bronchus
2001-2005,Subboro,27,5,East Flatbush,17.8,43.7,27.4,34,13.6,20.4,Lung and Bronchus
2001-2005,Subboro,28,5,Flatlands/Canarsie,40.5,66.3,50.6,95.2,45.6,49.6,Lung and Bronchus
2001-2005,Subboro,29,5,Greenwich Village/Financial District,56.6,68.1,62,71.8,35.8,36,Lung and Bronchus
2001-2005,Subboro,30,5,Lower East Side/Chinatown,39.4,93,62,110.4,40.4,70,Lung and Bronchus
2001-2005,Subboro,31,5,Chelsea/Clinton/Midtown,50.2,78.6,62.7,77,33,44,Lung and Bronchus
2001-2005,Subboro,32,5,Stuyvesant Town/Turtle Bay,56.8,55.4,56.3,97.2,57.6,39.6,Lung and Bronchus
2001-2005,Subboro,33,5,Upper West Side,44.9,55,49.1,111.4,58.4,53,Lung and Bronchus
2001-2005,Subboro,34,5,Upper East Side,58.7,61.8,59.9,157,90.2,66.8,Lung and Bronchus
2001-2005,Subboro,35,5,Morningside Heights/Hamilton Heights,39.3,63.6,48.5,53,26,27,Lung and Bronchus
2001-2005,Subboro,36,5,Central Harlem,62.1,110.9,80.4,81.6,38.2,43.4,Lung and Bronchus
2001-2005,Subboro,37,5,East Harlem,45.3,81.2,58.9,64,30.6,33.4,Lung and Bronchus
2001-2005,Subboro,38,5,Washington Heights/Inwood,31.8,58.7,42.2,78.8,36.6,42.2,Lung and Bronchus
2001-2005,Subboro,39,5,Astoria,37,74.4,52.3,90.4,37.8,52.6,Lung and Bronchus
2001-2005,Subboro,40,5,Sunnyside/Woodside,39.1,79.3,55.1,65.6,27.2,38.4,Lung and Bronchus
2001-2005,Subboro,41,5,Jackson Heights,29.3,57.3,40.3,60,25.2,34.8,Lung and Bronchus
2001-2005,Subboro,42,5,Elmhurst/Corona,26.8,67.4,43.8,47,16.6,30.4,Lung and Bronchus
2001-2005,Subboro,43,5,Middle Village/Ridgewood,47,81.7,61.2,107.6,48.2,59.4,Lung and Bronchus
2001-2005,Subboro,44,5,Forest Hills/Rego Park,37.1,52.7,43.2,69.8,35.8,34,Lung and Bronchus
2001-2005,Subboro,45,5,Flushing/Whitestone,34.9,68.6,48.7,149.8,62.4,87.4,Lung and Bronchus
2001-2005,Subboro,46,5,Hillcrest/Fresh Meadows,41.7,53.7,46.7,79.2,41.2,38,Lung and Bronchus
2001-2005,Subboro,47,5,Kew Gardens/Woodhaven,33.5,67.4,47.6,54,22,32,Lung and Bronchus
2001-2005,Subboro,48,5,Howard Beach/South Ozone Park,48.1,78,60.3,74.6,34,40.6,Lung and Bronchus
2001-2005,Subboro,49,5,Bayside/Little Neck,45,62.1,52.1,81.4,40,41.4,Lung and Bronchus
2001-2005,Subboro,50,5,Jamaica,36.7,79.1,52.6,108.4,46,62.4,Lung and Bronchus
2001-2005,Subboro,51,5,Bellerose/Rosedale,40.9,63.6,49.6,100.2,49.6,50.6,Lung and Bronchus
2001-2005,Subboro,52,5,Rockaways,57.9,79.5,66.8,78,39.8,38.2,Lung and Bronchus
2001-2005,Subboro,53,5,North Shore,55.4,83.9,67.3,102.2,48,54.2,Lung and Bronchus
2001-2005,Subboro,54,5,Mid Island,54.6,87.4,67.9,99.8,45.8,54,Lung and Bronchus
2001-2005,Subboro,55,5,South Shore,61.2,99,76.7,119,53.8,65.2,Lung and Bronchus
2001-2005,UHF42,101,4,Kingsbridge - Riverdale,38.6,64,48.7,60.4,30,30.4,Lung and Bronchus
2001-2005,UHF42,102,4,Northeast Bronx,39.1,63.8,48.6,102.4,50.6,51.8,Lung and Bronchus
2001-2005,UHF42,103,4,Fordham - Bronx Pk,40.7,73.3,53,95.4,44.6,50.8,Lung and Bronchus
2001-2005,UHF42,104,4,Pelham - Throgs Neck,43.8,77.6,56.9,164.4,76.4,88,Lung and Bronchus
2001-2005,UHF42,105,4,Crotona -Tremont,42.2,74.5,54.5,68.2,31,37.2,Lung and Bronchus
2001-2005,UHF42,106,4,High Bridge - Morrisania,44.4,78.8,57.1,75.4,36,39.4,Lung and Bronchus
2001-2005,UHF42,107,4,Hunts Point - Mott Haven,34.2,73.4,49.3,43.6,17.6,26,Lung and Bronchus
2001-2005,UHF42,201,4,Greenpoint,40.7,62.9,49.8,50.4,24.2,26.2,Lung and Bronchus
2001-2005,UHF42,202,4,Downtown - Heights - Slope,39.6,64.6,49.5,89.6,41.6,48,Lung and Bronchus
2001-2005,UHF42,203,4,Bedford Stuyvesant - Crown Heights,38.6,76.5,52.7,134.6,61,73.6,Lung and Bronchus
2001-2005,UHF42,204,4,East New York,32.7,63.1,44.6,55,24.4,30.6,Lung and Bronchus
2001-2005,UHF42,205,4,Sunset Park,33.1,73.5,50.3,46.4,17.2,29.2,Lung and Bronchus
2001-2005,UHF42,206,4,Borough Park,37.7,63.7,48.5,161.6,73.6,88,Lung and Bronchus
2001-2005,UHF42,207,4,East Flatbush - Flatbush,23.2,46.2,31.7,88,39.4,48.6,Lung and Bronchus
2001-2005,UHF42,208,4,Canarsie - Flatlands,43.4,68.2,53,105,51.6,53.4,Lung and Bronchus
2001-2005,UHF42,209,4,Bensonhurst - Bay Ridge,43.2,82.7,59.3,151.4,65.4,86,Lung and Bronchus
2001-2005,UHF42,210,4,Coney Island - Sheepshead Bay,39.3,70.3,52.1,209.8,93,116.8,Lung and Bronchus
2001-2005,UHF42,211,4,Williamsburg - Bushwick,35.6,75.4,51.1,72.2,29.8,42.4,Lung and Bronchus
2001-2005,UHF42,301,4,Washington Heights,33,58.3,42.8,99.8,47,52.8,Lung and Bronchus
2001-2005,UHF42,302,4,Central Harlem - Morningside Heights,56.7,96.1,71.5,101.4,49.4,52,Lung and Bronchus
2001-2005,UHF42,303,4,East Harlem,45.4,85.2,61,62.2,28.4,33.8,Lung and Bronchus
2001-2005,UHF42,304,4,Upper West Side,46.4,59.3,51.6,123.2,64.4,58.8,Lung and Bronchus
2001-2005,UHF42,305,4,Upper East Side,61,67.2,63.3,158.4,90.4,68,Lung and Bronchus
2001-2005,UHF42,306,4,Chelsea - Clinton,50.7,74.6,61.2,78.6,35.2,43.4,Lung and Bronchus
2001-2005,UHF42,307,4,Gramercy Park - Murray Hill,56.4,57.7,56.9,83.4,47.4,36,Lung and Bronchus
2001-2005,UHF42,308,4,Greenwich Village - SoHo,50.8,77.5,63.2,51.6,22.4,29.2,Lung and Bronchus
2001-2005,UHF42,309,4,Union Square - Lower East Side,45,85.5,61.9,127.6,54.4,73.2,Lung and Bronchus
2001-2005,UHF42,310,4,Lower Manhattan,49.6,89.3,65.7,19.2,8.6,10.6,Lung and Bronchus
2001-2005,UHF42,401,4,Long Island City - Astoria,35.9,74.5,51.6,105.4,43.2,62.2,Lung and Bronchus
2001-2005,UHF42,402,4,West Queens,31.1,66.8,45.4,185.8,74.2,111.6,Lung and Bronchus
2001-2005,UHF42,403,4,Flushing - Clearview,35.2,71,49.7,159.4,66,93.4,Lung and Bronchus
2001-2005,UHF42,404,4,Bayside - Little Neck,48.1,59.9,52.8,62.2,32.2,30,Lung and Bronchus
2001-2005,UHF42,405,4,Ridgewood - Forest Hills,41.5,65.1,51,151.4,73.8,77.6,Lung and Bronchus
2001-2005,UHF42,406,4,Fresh Meadows,40.8,61.6,49.6,55.4,26.6,28.8,Lung and Bronchus
2001-2005,UHF42,407,4,Southwest Queens,39.9,72.8,53.3,129.4,56,73.4,Lung and Bronchus
2001-2005,UHF42,408,4,Jamaica,36.1,69.5,49,137,60.8,76.2,Lung and Bronchus
2001-2005,UHF42,409,4,Southeast Queens,42.1,62.8,50.1,102.4,51.8,50.6,Lung and Bronchus
2001-2005,UHF42,410,4,Rockaways,57.6,83.2,68.1,79.8,40.2,39.6,Lung and Bronchus
2001-2005,UHF42,501,4,Port Richmond,59.8,95.7,74.7,39.6,18.2,21.4,Lung and Bronchus
2001-2005,UHF42,502,4,Stapleton - St. George,49.3,87.2,65.1,78,34,44,Lung and Bronchus
2001-2005,UHF42,503,4,Willowbrook,52.9,76,62.2,59.8,28.8,31,Lung and Bronchus
2001-2005,UHF42,504,4,South Beach - Tottenville,62.9,98.5,76.9,144.4,67,77.4,Lung and Bronchus
2001-2005,Borough,1,1,Bronx,41.7,72.6,53.7,608.4,285.2,323.2,Lung and Bronchus
2001-2005,Borough,2,1,Brooklyn,37.5,68.4,49.9,1161.2,519,642.2,Lung and Bronchus
2001-2005,Borough,3,1,Manhattan,48.3,70,57.2,907.4,448.4,459,Lung and Bronchus
2001-2005,Borough,4,1,Queens,39.5,68.8,51.3,1170.6,527.6,643,Lung and Bronchus
2001-2005,Borough,5,1,Staten Island,57.3,90.1,70.7,321.8,148,173.8,Lung and Bronchus
2001-2005,Citywide,1,0,New York City,42.1,70.8,53.6,4169.4,1928.2,2241.2,Lung and Bronchus
2011-2015,Subboro,1,5,Mott Haven/Hunts Point,1.6*,11,5.5,7,1.2,5.8,Larynx
2011-2015,Subboro,2,5,Morrisania/East Tremont,2.4*,7,4.3,6,2,4,Larynx
2011-2015,Subboro,3,5,Highbridge/South Concourse,3.2*,11.6,6.6,5.4,2.2,5.4,Larynx
2011-2015,Subboro,4,5,University Heights/Fordham,4*,10.5,6.6,7.4,2.8,4.6,Larynx
2011-2015,Subboro,5,5,Kingsbridge Heights/Mosholu,2.1*,5.1*,3.4,4,1.4,2.6,Larynx
2011-2015,Subboro,6,5,Riverdale/Kingsbridge,0.6*,6*,2.8,4,0.4,3.6,Larynx
2011-2015,Subboro,7,5,Soundview/Parkchester,2*,8,4.5,8.2,2,6.2,Larynx
2011-2015,Subboro,8,5,Throgs Neck/Co-op City,0.8*,4.7*,2.4,4,0.8,3.2,Larynx
2011-2015,Subboro,9,5,Pelham Parkway,1.1*,7.1,3.6,5.2,1,4.2,Larynx
2011-2015,Subboro,10,5,Williamsbridge/Baychester,0.9*,5.8*,2.8,4,0.8,3.2,Larynx
2011-2015,Subboro,11,5,Williamsburg/Greenpoint,1*,5.7*,3.1,4,0.8,3.2,Larynx
2011-2015,Subboro,12,5,Brooklyn Heights/Fort Greene,1.3*,7.8*,4.1,4.6,0.8,3.8,Larynx
2011-2015,Subboro,13,5,Bedford Stuyvesant,1.5*,6.2*,3.5,4.2,1,3.2,Larynx
2011-2015,Subboro,14,5,Bushwick,0.7*,3.9*,1.9*,1.8,0.4,1.4,Larynx
2011-2015,Subboro,15,5,East New York/Starret City,1.1*,4.5*,2.4,4,1,3,Larynx
2011-2015,Subboro,16,5,Park Slope/Carroll Gardens,0.6*,4.3*,2.2*,2.2,0.4,1.8,Larynx
2011-2015,Subboro,17,5,Sunset Park,0*,8.6,3.7,4.6,0,4.6,Larynx
2011-2015,Subboro,18,5,N. Crown Heights/Prospect Heights,0.8*,8.3*,3.8,4.2,0.6,3.6,Larynx
2011-2015,Subboro,19,5,South Crown Heights,1*,4.8*,2.4*,3,0.8,2.2,Larynx
2011-2015,Subboro,20,5,Bay Ridge,1.1*,7.5,4,6.2,1,5.2,Larynx
2011-2015,Subboro,21,5,Bensonhurst,0.6*,4.3,2.2,5.2,0.8,4.4,Larynx
2011-2015,Subboro,22,5,Borough Park,0.8*,4.8*,2.6,4.2,0.8,3.4,Larynx
2011-2015,Subboro,23,5,Coney Island,0.9*,5.5,2.9,5.2,1,4.2,Larynx
2011-2015,Subboro,24,5,Flatbush,0.4*,4.1*,2*,3.6,0.4,3.2,Larynx
2011-2015,Subboro,25,5,Sheepshead Bay/Gravesend,0.7*,4.1*,2.1,4.4,0.6,3.8,Larynx
2011-2015,Subboro,26,5,Brownsville/Ocean Hill,2.7*,9.5,5.3,6,1.8,4.2,Larynx
2011-2015,Subboro,27,5,East Flatbush,0.5*,4.4*,2*,3.4,0.6,2.8,Larynx
2011-2015,Subboro,28,5,Flatlands/Canarsie,0.8*,6.5,3.1,6.6,1.2,5.4,Larynx
2011-2015,Subboro,29,5,Greenwich Village/Financial District,0.6*,3.9*,2.2*,3,0.4,2.6,Larynx
2011-2015,Subboro,30,5,Lower East Side/Chinatown,1.3*,7.5,4.1,8.2,1.4,6.8,Larynx
2011-2015,Subboro,31,5,Chelsea/Clinton/Midtown,1*,7,4,6.4,0.8,5.6,Larynx
2011-2015,Subboro,32,5,Stuyvesant Town/Turtle Bay,0.8*,4*,2.2,4.2,1,3.2,Larynx
2011-2015,Subboro,33,5,Upper West Side,0.3*,4,1.9,5.2,0.6,4.6,Larynx
2011-2015,Subboro,34,5,Upper East Side,0.8*,4,2.1,6.6,1.4,5.2,Larynx
2011-2015,Subboro,35,5,Morningside Heights/Hamilton Heights,0.8*,6.3*,3*,3.8,0.6,3.2,Larynx
2011-2015,Subboro,36,5,Central Harlem,2.4*,6.2*,3.9,4.6,1.6,3,Larynx
2011-2015,Subboro,37,5,East Harlem,1.5*,8.1*,3.9,4.8,1,3.8,Larynx
2011-2015,Subboro,38,5,Washington Heights/Inwood,1.7*,7.2,4,8.8,2.2,6.6,Larynx
2011-2015,Subboro,39,5,Astoria,0.9*,6.8,3.4,6.2,1,5.2,Larynx
2011-2015,Subboro,40,5,Sunnyside/Woodside,0.6*,4.2*,2.2*,2.8,0.4,2.4,Larynx
2011-2015,Subboro,41,5,Jackson Heights,1.2*,3.4*,2.2*,3.6,1,2.6,Larynx
2011-2015,Subboro,42,5,Elmhurst/Corona,0.3*,3.9*,1.9*,2.6,0.2,2.4,Larynx
2011-2015,Subboro,43,5,Middle Village/Ridgewood,1.4*,7.3,4.1,8.2,1.4,6.8,Larynx
2011-2015,Subboro,44,5,Forest Hills/Rego Park,0.9*,4.5*,2.4,4.2,1,3.2,Larynx
2011-2015,Subboro,45,5,Flushing/Whitestone,1.2*,5.1,2.9,10.2,2.2,8,Larynx
2011-2015,Subboro,46,5,Hillcrest/Fresh Meadows,0.7*,6,3,5.8,0.6,5.2,Larynx
2011-2015,Subboro,47,5,Kew Gardens/Woodhaven,0.8*,4.5*,2.5*,3.6,0.6,3,Larynx
2011-2015,Subboro,48,5,Howard Beach/South Ozone Park,0.2*,6.4,9.3,4.2,0.2,4,Larynx
2011-2015,Subboro,49,5,Bayside/Little Neck,0.4*,2.9*,1.5*,2.6,0.4,2.2,Larynx
2011-2015,Subboro,50,5,Jamaica,0.5*,5.9,2.5,6.2,0.8,5.4,Larynx
2011-2015,Subboro,51,5,Bellerose/Rosedale,0.6*,5.3,2.5,5.8,1,4.8,Larynx
2011-2015,Subboro,52,5,Rockaways,2*,7.9,4.6,6.6,1.6,5,Larynx
2011-2015,Subboro,53,5,North Shore,1.4*,7.1,3.9,7.6,1.4,6.2,Larynx
2011-2015,Subboro,54,5,Mid Island,2.4*,7.1,4.4,7.8,2.2,5.6,Larynx
2011-2015,Subboro,55,5,South Shore,1.4*,7.1,3.8,7.6,1.6,6,Larynx
2011-2015,Borough,1,1,Bronx,1.8,7.5,4.2,57.4,14.6,42.8,Larynx
2011-2015,Borough,2,1,Brooklyn,0.9,5.7,2.9,77.4,14,63.4,Larynx
2011-2015,Borough,3,1,Manhattan,1.1,5.5,3,55.6,11,44.6,Larynx
2011-2015,Borough,4,1,Queens,0.8,5.3,2.8,72.6,12.4,60.2,Larynx
2011-2015,Borough,5,1,Staten Island,1.7,7.1,4.1,23,5.2,17.8,Larynx
2011-2015,Citywide,1,0,New York City,1.1,5.9,3.2,286,57.2,228.8,Larynx
2009-2013,Subboro,1,5,Mott Haven/Hunts Point,2.7*,9.1,5.3,6.6,2,4.6,Larynx
2009-2013,Subboro,2,5,Morrisania/East Tremont,1.8*,8.6,4.6,6.2,1.4,4.8,Larynx
2009-2013,Subboro,3,5,Highbridge/South Concourse,2.2*,8.7*,4.8,5.4,1.6,3.8,Larynx
2009-2013,Subboro,4,5,University Heights/Fordham,2.3*,8.9,5,5.6,1.6,4,Larynx
2009-2013,Subboro,5,5,Kingsbridge Heights/Mosholu,0.9*,5.2*,2.8*,3.4,0.6,2.8,Larynx
2009-2013,Subboro,6,5,Riverdale/Kingsbridge,0.6*,8.6,3.8,5.4,0.4,5,Larynx
2009-2013,Subboro,7,5,Soundview/Parkchester,2.2*,8.3,4.6,7.8,2.2,5.6,Larynx
2009-2013,Subboro,8,5,Throgs Neck/Co-op City,0.6*,3.7*,1.9*,3,0.6,2.4,Larynx
2009-2013,Subboro,9,5,Pelham Parkway,0.9*,8.4,4.2,5.6,0.8,4.8,Larynx
2009-2013,Subboro,10,5,Williamsbridge/Baychester,0.7*,7,3.2,4.8,0.6,4.2,Larynx
2009-2013,Subboro,11,5,Williamsburg/Greenpoint,0.8*,7.2*,3.6,4.4,0.6,3.8,Larynx
2009-2013,Subboro,12,5,Brooklyn Heights/Fort Greene,1.2*,4*,2.4*,2.8,0.8,2,Larynx
2009-2013,Subboro,13,5,Bedford Stuyvesant,2.1*,10.1,5.2,5.6,1.4,4.2,Larynx
2009-2013,Subboro,14,5,Bushwick,1.5*,7.1*,3.8*,3.4,0.8,2.6,Larynx
2009-2013,Subboro,15,5,East New York/Starret City,1.9*,5.3*,3.2,4.8,1.6,3.2,Larynx
2009-2013,Subboro,16,5,Park Slope/Carroll Gardens,1.1*,5.1*,2.7*,2.6,0.6,2,Larynx
2009-2013,Subboro,17,5,Sunset Park,0.3*,7.4,3.4,4.2,0.2,4,Larynx
2009-2013,Subboro,18,5,N. Crown Heights/Prospect Heights,0.9*,9.3,4.3,4.8,0.6,4.2,Larynx
2009-2013,Subboro,19,5,South Crown Heights,1.7*,4*,2.6*,2.8,1.2,1.6,Larynx
2009-2013,Subboro,20,5,Bay Ridge,1.3*,5.9,3.5,5,1,4,Larynx
2009-2013,Subboro,21,5,Bensonhurst,0.9*,3.9*,2.1,4.8,1,3.8,Larynx
2009-2013,Subboro,22,5,Borough Park,0.5*,4.9*,2.5,4,0.6,3.4,Larynx
2009-2013,Subboro,23,5,Coney Island,1.3*,5,2.8,5.4,1.4,4,Larynx
2009-2013,Subboro,24,5,Flatbush,0.6*,5.4*,2.6,4.4,0.6,3.8,Larynx
2009-2013,Subboro,25,5,Sheepshead Bay/Gravesend,0.6*,5.8,2.8,5.8,0.6,5.2,Larynx
2009-2013,Subboro,26,5,Brownsville/Ocean Hill,2.7*,9.2,5.3,6,1.8,4.2,Larynx
2009-2013,Subboro,27,5,East Flatbush,1*,3.9*,2.2*,3.6,1,2.6,Larynx
2009-2013,Subboro,28,5,Flatlands/Canarsie,0.8*,4.7,2.4,5.2,1,4.2,Larynx
2009-2013,Subboro,29,5,Greenwich Village/Financial District,0.6*,5.7*,3,4.2,0.4,3.8,Larynx
2009-2013,Subboro,30,5,Lower East Side/Chinatown,1.8*,8.3,4.7,9,1.8,7.2,Larynx
2009-2013,Subboro,31,5,Chelsea/Clinton/Midtown,1.6*,6.8,4.2,6.6,1.2,5.4,Larynx
2009-2013,Subboro,32,5,Stuyvesant Town/Turtle Bay,1.1*,4.8*,2.7,5.2,1.4,3.8,Larynx
2009-2013,Subboro,33,5,Upper West Side,0.2*,4,1.8,5,0.4,4.6,Larynx
2009-2013,Subboro,34,5,Upper East Side,0.5*,4.6,2.3,6.8,1,5.8,Larynx
2009-2013,Subboro,35,5,Morningside Heights/Hamilton Heights,1.1*,5.8*,2.9*,3.6,0.8,2.8,Larynx
2009-2013,Subboro,36,5,Central Harlem,3.1*,7.1*,4.6,5.2,2,3.2,Larynx
2009-2013,Subboro,37,5,East Harlem,1.8*,8.4,4.3,5.2,1.2,4,Larynx
2009-2013,Subboro,38,5,Washington Heights/Inwood,0.9*,8.8,4,8.4,1.2,7.2,Larynx
2009-2013,Subboro,39,5,Astoria,1.2*,7.1,3.7,6.6,1.2,5.4,Larynx
2009-2013,Subboro,40,5,Sunnyside/Woodside,0.9*,4.4*,2.4*,3.2,0.6,2.6,Larynx
2009-2013,Subboro,41,5,Jackson Heights,0.4*,4.3*,2.2*,3.6,0.4,3.2,Larynx
2009-2013,Subboro,42,5,Elmhurst/Corona,0*,4.4*,1.9*,2.6,0,2.6,Larynx
2009-2013,Subboro,43,5,Middle Village/Ridgewood,1.1*,6.6,3.6,7,1.2,5.8,Larynx
2009-2013,Subboro,44,5,Forest Hills/Rego Park,0.6*,5.3*,2.5,4.2,0.6,3.6,Larynx
2009-2013,Subboro,45,5,Flushing/Whitestone,1.5*,4.7,2.9,9.6,2.6,7,Larynx
2009-2013,Subboro,46,5,Hillcrest/Fresh Meadows,1*,5,2.7,5,0.8,4.2,Larynx
2009-2013,Subboro,47,5,Kew Gardens/Woodhaven,1*,4.5*,2.5*,3.6,0.8,2.8,Larynx
2009-2013,Subboro,48,5,Howard Beach/South Ozone Park,0.5*,7,3.3,4.6,0.4,4.2,Larynx
2009-2013,Subboro,49,5,Bayside/Little Neck,0.8*,3.6*,1.9*,3.4,0.8,2.6,Larynx
2009-2013,Subboro,50,5,Jamaica,0.9*,6.1,2.9,6.8,1.2,5.6,Larynx
2009-2013,Subboro,51,5,Bellerose/Rosedale,0.5*,5,2.3,5,0.8,4.2,Larynx
2009-2013,Subboro,52,5,Rockaways,2.1*,10.1,5.6,7.4,1.6,5.8,Larynx
2009-2013,Subboro,53,5,North Shore,2.3*,6.9,4.4,8.2,2.2,6,Larynx
2009-2013,Subboro,54,5,Mid Island,1.7*,7.3,4.2,7.2,1.6,5.6,Larynx
2009-2013,Subboro,55,5,South Shore,1.3*,7.6,4.1,7.8,1.4,6.4,Larynx
2009-2013,Borough,1,1,Bronx,1.5,7.7,4,53.8,11.8,42,Larynx
2009-2013,Borough,2,1,Brooklyn,1.2,5.8,3.1,79.8,16.8,63,Larynx
2009-2013,Borough,3,1,Manhattan,1.1,6.2,3.3,59.4,11.4,48,Larynx
2009-2013,Borough,4,1,Queens,0.9,5.6,2.9,73.2,13,60.2,Larynx
2009-2013,Borough,5,1,Staten Island,1.8,7.4,4.3,23.6,5.4,18.2,Larynx
2009-2013,Citywide,1,0,New York City,1.2,6.2,3.3,289.8,58.4,231.4,Larynx
2008-2012,Subboro,1,5,Mott Haven/Hunts Point,3*,10.8,6.2,7.6,2.2,5.4,Larynx
2008-2012,Subboro,2,5,Morrisania/East Tremont,2.6*,11.1,6.1,8,2,6,Larynx
2008-2012,Subboro,3,5,Highbridge/South Concourse,2.8*,6.4*,4.1,4.8,2,2.8,Larynx
2008-2012,Subboro,4,5,University Heights/Fordham,2.1*,10.6,5.6,6.2,1.4,4.8,Larynx
2008-2012,Subboro,5,5,Kingsbridge Heights/Mosholu,1.2*,8.4*,4.2,4.6,0.8,3.8,Larynx
2008-2012,Subboro,6,5,Riverdale/Kingsbridge,0.3*,9.3,4,5.4,0.2,5.2,Larynx
2008-2012,Subboro,7,5,Soundview/Parkchester,2.4*,7.2,4.3,7,2.4,4.6,Larynx
2008-2012,Subboro,8,5,Throgs Neck/Co-op City,1.4*,6.4,3.5,5.4,1.4,4,Larynx
2008-2012,Subboro,9,5,Pelham Parkway,2.4*,7.9,4.8,6.4,2,4.4,Larynx
2008-2012,Subboro,10,5,Williamsbridge/Baychester,0.4*,8.8,3.7,5.4,0.4,5,Larynx
2008-2012,Subboro,11,5,Williamsburg/Greenpoint,0.8*,6.4*,3.3,4.2,0.6,3.6,Larynx
2008-2012,Subboro,12,5,Brooklyn Heights/Fort Greene,1.4*,4.9*,2.9*,3.2,0.8,2.4,Larynx
2008-2012,Subboro,13,5,Bedford Stuyvesant,2.2*,10*,5.1,5.2,1.4,3.8,Larynx
2008-2012,Subboro,14,5,Bushwick,1.5*,9.5*,4.6,4,0.8,3.2,Larynx
2008-2012,Subboro,15,5,East New York/Starret City,2*,6.3*,3.7,5.4,1.6,3.8,Larynx
2008-2012,Subboro,16,5,Park Slope/Carroll Gardens,1.1*,5.7*,2.9*,2.8,0.6,2.2,Larynx
2008-2012,Subboro,17,5,Sunset Park,0.6*,6.2*,3.2,4.2,0.4,3.8,Larynx
2008-2012,Subboro,18,5,N. Crown Heights/Prospect Heights,1.3*,8.8,4.4,4.8,0.8,4,Larynx
2008-2012,Subboro,19,5,South Crown Heights,1.5*,3.8*,2.4*,2.6,1,1.6,Larynx
2008-2012,Subboro,20,5,Bay Ridge,1.8*,7.4,4.4,6.2,1.4,4.8,Larynx
2008-2012,Subboro,21,5,Bensonhurst,1.6*,4*,2.6,5.6,1.8,3.8,Larynx
2008-2012,Subboro,22,5,Borough Park,0.5*,3.4*,1.9*,2.8,0.6,2.2,Larynx
2008-2012,Subboro,23,5,Coney Island,1.3*,5.1,2.9,5.4,1.4,4,Larynx
2008-2012,Subboro,24,5,Flatbush,0.6*,6.5,3.1,4.8,0.6,4.2,Larynx
2008-2012,Subboro,25,5,Sheepshead Bay/Gravesend,0.9*,5.6,3,5.8,1,4.8,Larynx
2008-2012,Subboro,26,5,Brownsville/Ocean Hill,3*,10.5,5.9,6.4,2,4.4,Larynx
2008-2012,Subboro,27,5,East Flatbush,1*,4.3*,2.3*,3.6,1,2.6,Larynx
2008-2012,Subboro,28,5,Flatlands/Canarsie,1.2*,3.1*,1.9,4.4,1.6,2.8,Larynx
