REF_DATE,GEO,DGUID,Statistics (3),Knowledge of languages (324),Single and multiple responses of knowledge of languages (3),SCALAR_FACTOR,SCALAR_ID,COORDINATE,VALUE
2021,Prince Edward Island,2021A000211,Count,Yiddish,Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.199.1,10
2021,Prince Edward Island,2021A000211,Count,Yiddish,Multiple responses of knowledge of languages,units,0,7.1.1.1.199.3,10
2021,Prince Edward Island,2021A000211,Count,Low Saxon-Low Franconian languages,Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.200.1,675
2021,Prince Edward Island,2021A000211,Count,Low Saxon-Low Franconian languages,Multiple responses of knowledge of languages,units,0,7.1.1.1.200.3,675
2021,Prince Edward Island,2021A000211,Count,Afrikaans,Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.201.1,115
2021,Prince Edward Island,2021A000211,Count,Afrikaans,Multiple responses of knowledge of languages,units,0,7.1.1.1.201.3,115
2021,Prince Edward Island,2021A000211,Count,Dutch,Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.202.1,550
2021,Prince Edward Island,2021A000211,Count,Dutch,Multiple responses of knowledge of languages,units,0,7.1.1.1.202.3,550
2021,Prince Edward Island,2021A000211,Count,Vlaams (Flemish),Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.206.1,20
2021,Prince Edward Island,2021A000211,Count,Vlaams (Flemish),Multiple responses of knowledge of languages,units,0,7.1.1.1.206.3,20
2021,Prince Edward Island,2021A000211,Count,Scandinavian languages,Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.207.1,90
2021,Prince Edward Island,2021A000211,Count,Scandinavian languages,Multiple responses of knowledge of languages,units,0,7.1.1.1.207.3,90
2021,Prince Edward Island,2021A000211,Count,Danish,Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.208.1,55
2021,Prince Edward Island,2021A000211,Count,Danish,Multiple responses of knowledge of languages,units,0,7.1.1.1.208.3,55
2021,Prince Edward Island,2021A000211,Count,Norwegian,Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.210.1,10
2021,Prince Edward Island,2021A000211,Count,Norwegian,Multiple responses of knowledge of languages,units,0,7.1.1.1.210.3,10
2021,Prince Edward Island,2021A000211,Count,Swedish,Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.211.1,35
2021,Prince Edward Island,2021A000211,Count,Swedish,Multiple responses of knowledge of languages,units,0,7.1.1.1.211.3,35
2021,Prince Edward Island,2021A000211,Count,Greek,Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.213.1,60
2021,Prince Edward Island,2021A000211,Count,Greek,Multiple responses of knowledge of languages,units,0,7.1.1.1.213.3,60
2021,Prince Edward Island,2021A000211,Count,Indo-Iranian languages,Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.214.1,3270
2021,Prince Edward Island,2021A000211,Count,Indo-Iranian languages,Single responses of knowledge of languages,units,0,7.1.1.1.214.2,50
2021,Prince Edward Island,2021A000211,Count,Indo-Iranian languages,Multiple responses of knowledge of languages,units,0,7.1.1.1.214.3,3225
2021,Prince Edward Island,2021A000211,Count,Indo-Aryan languages,Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.215.1,2985
2021,Prince Edward Island,2021A000211,Count,Indo-Aryan languages,Single responses of knowledge of languages,units,0,7.1.1.1.215.2,50
2021,Prince Edward Island,2021A000211,Count,Indo-Aryan languages,Multiple responses of knowledge of languages,units,0,7.1.1.1.215.3,2935
2021,Prince Edward Island,2021A000211,Count,Bengali,Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.217.1,190
2021,Prince Edward Island,2021A000211,Count,Bengali,Multiple responses of knowledge of languages,units,0,7.1.1.1.217.3,190
2021,Prince Edward Island,2021A000211,Count,Gujarati,Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.218.1,325
2021,Prince Edward Island,2021A000211,Count,Gujarati,Multiple responses of knowledge of languages,units,0,7.1.1.1.218.3,320
2021,Prince Edward Island,2021A000211,Count,Hindi,Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.219.1,1655
2021,Prince Edward Island,2021A000211,Count,Hindi,Multiple responses of knowledge of languages,units,0,7.1.1.1.219.3,1655
2021,Prince Edward Island,2021A000211,Count,Kacchi,Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.220.1,10
2021,Prince Edward Island,2021A000211,Count,Kacchi,Multiple responses of knowledge of languages,units,0,7.1.1.1.220.3,10
2021,Prince Edward Island,2021A000211,Count,Marathi,Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.223.1,35
2021,Prince Edward Island,2021A000211,Count,Marathi,Multiple responses of knowledge of languages,units,0,7.1.1.1.223.3,35
2021,Prince Edward Island,2021A000211,Count,Nepali,Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.224.1,160
2021,Prince Edward Island,2021A000211,Count,Nepali,Multiple responses of knowledge of languages,units,0,7.1.1.1.224.3,160
2021,Prince Edward Island,2021A000211,Count,Punjabi (Panjabi),Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.228.1,1550
2021,Prince Edward Island,2021A000211,Count,Punjabi (Panjabi),Single responses of knowledge of languages,units,0,7.1.1.1.228.2,10
2021,Prince Edward Island,2021A000211,Count,Punjabi (Panjabi),Multiple responses of knowledge of languages,units,0,7.1.1.1.228.3,1540
2021,Prince Edward Island,2021A000211,Count,Sindhi,Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.230.1,10
2021,Prince Edward Island,2021A000211,Count,Sindhi,Multiple responses of knowledge of languages,units,0,7.1.1.1.230.3,10
2021,Prince Edward Island,2021A000211,Count,Sinhala (Sinhalese),Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.231.1,85
2021,Prince Edward Island,2021A000211,Count,Sinhala (Sinhalese),Multiple responses of knowledge of languages,units,0,7.1.1.1.231.3,85
2021,Prince Edward Island,2021A000211,Count,Urdu,Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.232.1,175
2021,Prince Edward Island,2021A000211,Count,Urdu,Multiple responses of knowledge of languages,units,0,7.1.1.1.232.3,175
2021,Prince Edward Island,2021A000211,Count,"Indo-Aryan languages, n.i.e.",Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.233.1,70
2021,Prince Edward Island,2021A000211,Count,"Indo-Aryan languages, n.i.e.",Multiple responses of knowledge of languages,units,0,7.1.1.1.233.3,70
2021,Prince Edward Island,2021A000211,Count,Iranian languages,Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.234.1,285
2021,Prince Edward Island,2021A000211,Count,Iranian languages,Multiple responses of knowledge of languages,units,0,7.1.1.1.234.3,285
2021,Prince Edward Island,2021A000211,Count,Persian languages,Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.239.1,285
2021,Prince Edward Island,2021A000211,Count,Persian languages,Multiple responses of knowledge of languages,units,0,7.1.1.1.239.3,285
2021,Prince Edward Island,2021A000211,Count,Iranian Persian,Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.241.1,250
2021,Prince Edward Island,2021A000211,Count,Iranian Persian,Multiple responses of knowledge of languages,units,0,7.1.1.1.241.3,250
2021,Prince Edward Island,2021A000211,Count,"Persian (Farsi), n.o.s.",Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.242.1,10
2021,Prince Edward Island,2021A000211,Count,"Persian (Farsi), n.o.s.",Multiple responses of knowledge of languages,units,0,7.1.1.1.242.3,10
2021,Prince Edward Island,2021A000211,Count,Italic (Romance) languages,Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.245.1,1950
2021,Prince Edward Island,2021A000211,Count,Italic (Romance) languages,Single responses of knowledge of languages,units,0,7.1.1.1.245.2,50
2021,Prince Edward Island,2021A000211,Count,Italic (Romance) languages,Multiple responses of knowledge of languages,units,0,7.1.1.1.245.3,1895
2021,Prince Edward Island,2021A000211,Count,Italian,Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.247.1,240
2021,Prince Edward Island,2021A000211,Count,Italian,Multiple responses of knowledge of languages,units,0,7.1.1.1.247.3,240
2021,Prince Edward Island,2021A000211,Count,Portuguese,Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.248.1,340
2021,Prince Edward Island,2021A000211,Count,Portuguese,Multiple responses of knowledge of languages,units,0,7.1.1.1.248.3,335
2021,Prince Edward Island,2021A000211,Count,Romanian,Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.249.1,60
2021,Prince Edward Island,2021A000211,Count,Romanian,Multiple responses of knowledge of languages,units,0,7.1.1.1.249.3,60
2021,Prince Edward Island,2021A000211,Count,Spanish,Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.250.1,1425
2021,Prince Edward Island,2021A000211,Count,Spanish,Single responses of knowledge of languages,units,0,7.1.1.1.250.2,50
2021,Prince Edward Island,2021A000211,Count,Spanish,Multiple responses of knowledge of languages,units,0,7.1.1.1.250.3,1375
2021,Prince Edward Island,2021A000211,Count,"Italic (Romance) languages, n.i.e.",Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.251.1,15
2021,Prince Edward Island,2021A000211,Count,"Italic (Romance) languages, n.i.e.",Multiple responses of knowledge of languages,units,0,7.1.1.1.251.3,15
2021,Prince Edward Island,2021A000211,Count,"Indo-European languages, n.i.e.",Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.252.1,25
2021,Prince Edward Island,2021A000211,Count,"Indo-European languages, n.i.e.",Multiple responses of knowledge of languages,units,0,7.1.1.1.252.3,25
2021,Prince Edward Island,2021A000211,Count,Japanese,Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.253.1,310
2021,Prince Edward Island,2021A000211,Count,Japanese,Multiple responses of knowledge of languages,units,0,7.1.1.1.253.3,305
2021,Prince Edward Island,2021A000211,Count,Korean,Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.254.1,95
2021,Prince Edward Island,2021A000211,Count,Korean,Multiple responses of knowledge of languages,units,0,7.1.1.1.254.3,95
2021,Prince Edward Island,2021A000211,Count,Niger-Congo languages,Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.256.1,325
2021,Prince Edward Island,2021A000211,Count,Niger-Congo languages,Multiple responses of knowledge of languages,units,0,7.1.1.1.256.3,325
2021,Prince Edward Island,2021A000211,Count,Akan (Twi),Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.257.1,20
2021,Prince Edward Island,2021A000211,Count,Akan (Twi),Multiple responses of knowledge of languages,units,0,7.1.1.1.257.3,20
2021,Prince Edward Island,2021A000211,Count,Edo,Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.259.1,10
2021,Prince Edward Island,2021A000211,Count,Edo,Multiple responses of knowledge of languages,units,0,7.1.1.1.259.3,10
2021,Prince Edward Island,2021A000211,Count,Igbo,Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.265.1,35
2021,Prince Edward Island,2021A000211,Count,Igbo,Multiple responses of knowledge of languages,units,0,7.1.1.1.265.3,35
2021,Prince Edward Island,2021A000211,Count,Kinyarwanda (Rwanda),Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.266.1,50
2021,Prince Edward Island,2021A000211,Count,Kinyarwanda (Rwanda),Multiple responses of knowledge of languages,units,0,7.1.1.1.266.3,50
2021,Prince Edward Island,2021A000211,Count,Lingala,Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.267.1,30
2021,Prince Edward Island,2021A000211,Count,Lingala,Multiple responses of knowledge of languages,units,0,7.1.1.1.267.3,30
2021,Prince Edward Island,2021A000211,Count,Shona,Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.273.1,10
2021,Prince Edward Island,2021A000211,Count,Shona,Multiple responses of knowledge of languages,units,0,7.1.1.1.273.3,10
2021,Prince Edward Island,2021A000211,Count,Swahili,Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.276.1,45
2021,Prince Edward Island,2021A000211,Count,Swahili,Multiple responses of knowledge of languages,units,0,7.1.1.1.276.3,45
2021,Prince Edward Island,2021A000211,Count,Yoruba,Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.279.1,90
2021,Prince Edward Island,2021A000211,Count,Yoruba,Multiple responses of knowledge of languages,units,0,7.1.1.1.279.3,90
2021,Prince Edward Island,2021A000211,Count,"Niger-Congo languages, n.i.e.",Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.280.1,25
2021,Prince Edward Island,2021A000211,Count,"Niger-Congo languages, n.i.e.",Multiple responses of knowledge of languages,units,0,7.1.1.1.280.3,25
2021,Prince Edward Island,2021A000211,Count,"African, n.o.s.",Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.285.1,10
2021,Prince Edward Island,2021A000211,Count,"African, n.o.s.",Multiple responses of knowledge of languages,units,0,7.1.1.1.285.3,10
2021,Prince Edward Island,2021A000211,Count,Sign languages,Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.286.1,75
2021,Prince Edward Island,2021A000211,Count,Sign languages,Single responses of knowledge of languages,units,0,7.1.1.1.286.2,15
2021,Prince Edward Island,2021A000211,Count,Sign languages,Multiple responses of knowledge of languages,units,0,7.1.1.1.286.3,60
2021,Prince Edward Island,2021A000211,Count,American Sign Language,Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.287.1,65
2021,Prince Edward Island,2021A000211,Count,American Sign Language,Single responses of knowledge of languages,units,0,7.1.1.1.287.2,15
2021,Prince Edward Island,2021A000211,Count,American Sign Language,Multiple responses of knowledge of languages,units,0,7.1.1.1.287.3,50
2021,Prince Edward Island,2021A000211,Count,Sino-Tibetan languages,Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.290.1,3275
2021,Prince Edward Island,2021A000211,Count,Sino-Tibetan languages,Single responses of knowledge of languages,units,0,7.1.1.1.290.2,365
2021,Prince Edward Island,2021A000211,Count,Sino-Tibetan languages,Multiple responses of knowledge of languages,units,0,7.1.1.1.290.3,2915
2021,Prince Edward Island,2021A000211,Count,Chinese languages,Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.291.1,3195
2021,Prince Edward Island,2021A000211,Count,Chinese languages,Single responses of knowledge of languages,units,0,7.1.1.1.291.2,340
2021,Prince Edward Island,2021A000211,Count,Chinese languages,Multiple responses of knowledge of languages,units,0,7.1.1.1.291.3,2855
2021,Prince Edward Island,2021A000211,Count,Mandarin,Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.293.1,2945
2021,Prince Edward Island,2021A000211,Count,Mandarin,Single responses of knowledge of languages,units,0,7.1.1.1.293.2,330
2021,Prince Edward Island,2021A000211,Count,Mandarin,Multiple responses of knowledge of languages,units,0,7.1.1.1.293.3,2615
2021,Prince Edward Island,2021A000211,Count,Min Dong,Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.294.1,10
2021,Prince Edward Island,2021A000211,Count,Min Dong,Multiple responses of knowledge of languages,units,0,7.1.1.1.294.3,10
2021,Prince Edward Island,2021A000211,Count,"Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.295.1,75
2021,Prince Edward Island,2021A000211,Count,"Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",Multiple responses of knowledge of languages,units,0,7.1.1.1.295.3,65
2021,Prince Edward Island,2021A000211,Count,Yue (Cantonese),Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.297.1,445
2021,Prince Edward Island,2021A000211,Count,Yue (Cantonese),Multiple responses of knowledge of languages,units,0,7.1.1.1.297.3,435
2021,Prince Edward Island,2021A000211,Count,"Chinese, n.o.s.",Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.298.1,65
2021,Prince Edward Island,2021A000211,Count,"Chinese, n.o.s.",Multiple responses of knowledge of languages,units,0,7.1.1.1.298.3,65
2021,Prince Edward Island,2021A000211,Count,Tibeto-Burman languages,Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.300.1,90
2021,Prince Edward Island,2021A000211,Count,Tibeto-Burman languages,Single responses of knowledge of languages,units,0,7.1.1.1.300.2,20
2021,Prince Edward Island,2021A000211,Count,Tibeto-Burman languages,Multiple responses of knowledge of languages,units,0,7.1.1.1.300.3,65
2021,Prince Edward Island,2021A000211,Count,Burmese,Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.301.1,30
2021,Prince Edward Island,2021A000211,Count,Burmese,Multiple responses of knowledge of languages,units,0,7.1.1.1.301.3,30
2021,Prince Edward Island,2021A000211,Count,Karenic languages,Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.303.1,55
2021,Prince Edward Island,2021A000211,Count,Karenic languages,Single responses of knowledge of languages,units,0,7.1.1.1.303.2,20
2021,Prince Edward Island,2021A000211,Count,Karenic languages,Multiple responses of knowledge of languages,units,0,7.1.1.1.303.3,30
2021,Prince Edward Island,2021A000211,Count,S'gaw Karen,Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.304.1,55
2021,Prince Edward Island,2021A000211,Count,S'gaw Karen,Single responses of knowledge of languages,units,0,7.1.1.1.304.2,20
2021,Prince Edward Island,2021A000211,Count,S'gaw Karen,Multiple responses of knowledge of languages,units,0,7.1.1.1.304.3,30
2021,Prince Edward Island,2021A000211,Count,Tai-Kadai languages,Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.309.1,15
2021,Prince Edward Island,2021A000211,Count,Tai-Kadai languages,Multiple responses of knowledge of languages,units,0,7.1.1.1.309.3,15
2021,Prince Edward Island,2021A000211,Count,Thai,Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.311.1,15
2021,Prince Edward Island,2021A000211,Count,Thai,Multiple responses of knowledge of languages,units,0,7.1.1.1.311.3,15
2021,Prince Edward Island,2021A000211,Count,Turkic languages,Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.313.1,90
2021,Prince Edward Island,2021A000211,Count,Turkic languages,Multiple responses of knowledge of languages,units,0,7.1.1.1.313.3,90
2021,Prince Edward Island,2021A000211,Count,Azerbaijani,Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.314.1,25
2021,Prince Edward Island,2021A000211,Count,Azerbaijani,Multiple responses of knowledge of languages,units,0,7.1.1.1.314.3,25
2021,Prince Edward Island,2021A000211,Count,Turkish,Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.316.1,80
2021,Prince Edward Island,2021A000211,Count,Turkish,Multiple responses of knowledge of languages,units,0,7.1.1.1.316.3,80
2021,Prince Edward Island,2021A000211,Count,Uralic languages,Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.320.1,105
2021,Prince Edward Island,2021A000211,Count,Uralic languages,Multiple responses of knowledge of languages,units,0,7.1.1.1.320.3,105
2021,Prince Edward Island,2021A000211,Count,Finnish,Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.322.1,25
2021,Prince Edward Island,2021A000211,Count,Finnish,Multiple responses of knowledge of languages,units,0,7.1.1.1.322.3,25
2021,Prince Edward Island,2021A000211,Count,Hungarian,Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.323.1,75
2021,Prince Edward Island,2021A000211,Count,Hungarian,Multiple responses of knowledge of languages,units,0,7.1.1.1.323.3,75
2021,Prince Edward Island,2021A000211,Count,"Other languages, n.i.e.",Total - Single and multiple responses of knowledge of languages,units,0,7.1.1.1.324.1,30
2021,Prince Edward Island,2021A000211,Count,"Other languages, n.i.e.",Multiple responses of knowledge of languages,units,0,7.1.1.1.324.3,30
2021,Nova Scotia,2021A000212,Count,Total - Knowledge of languages,Total - Single and multiple responses of knowledge of languages,units,0,10.1.1.1.1.1,955855
2021,Nova Scotia,2021A000212,Count,Total - Knowledge of languages,Single responses of knowledge of languages,units,0,10.1.1.1.1.2,777805
2021,Nova Scotia,2021A000212,Count,Total - Knowledge of languages,Multiple responses of knowledge of languages,units,0,10.1.1.1.1.3,178055
2021,Nova Scotia,2021A000212,Count,Official languages,Total - Single and multiple responses of knowledge of languages,units,0,10.1.1.1.2.1,952595
2021,Nova Scotia,2021A000212,Count,Official languages,Single responses of knowledge of languages,units,0,10.1.1.1.2.2,774880
2021,Nova Scotia,2021A000212,Count,Official languages,Multiple responses of knowledge of languages,units,0,10.1.1.1.2.3,177715
2021,Nova Scotia,2021A000212,Count,English,Total - Single and multiple responses of knowledge of languages,units,0,10.1.1.1.3.1,951945
2021,Nova Scotia,2021A000212,Count,English,Single responses of knowledge of languages,units,0,10.1.1.1.3.2,774350
2021,Nova Scotia,2021A000212,Count,English,Multiple responses of knowledge of languages,units,0,10.1.1.1.3.3,177595
2021,Nova Scotia,2021A000212,Count,French,Total - Single and multiple responses of knowledge of languages,units,0,10.1.1.1.4.1,99300
2021,Nova Scotia,2021A000212,Count,French,Single responses of knowledge of languages,units,0,10.1.1.1.4.2,530
2021,Nova Scotia,2021A000212,Count,French,Multiple responses of knowledge of languages,units,0,10.1.1.1.4.3,98770
2021,Nova Scotia,2021A000212,Count,Non-official languages,Total - Single and multiple responses of knowledge of languages,units,0,10.1.1.1.5.1,93440
2021,Nova Scotia,2021A000212,Count,Non-official languages,Single responses of knowledge of languages,units,0,10.1.1.1.5.2,2925
2021,Nova Scotia,2021A000212,Count,Non-official languages,Multiple responses of knowledge of languages,units,0,10.1.1.1.5.3,90515
2021,Nova Scotia,2021A000212,Count,Indigenous languages,Total - Single and multiple responses of knowledge of languages,units,0,10.1.1.1.6.1,5930
2021,Nova Scotia,2021A000212,Count,Indigenous languages,Single responses of knowledge of languages,units,0,10.1.1.1.6.2,55
2021,Nova Scotia,2021A000212,Count,Indigenous languages,Multiple responses of knowledge of languages,units,0,10.1.1.1.6.3,5875
2021,Nova Scotia,2021A000212,Count,Algonquian languages,Total - Single and multiple responses of knowledge of languages,units,0,10.1.1.1.7.1,5785
2021,Nova Scotia,2021A000212,Count,Algonquian languages,Single responses of knowledge of languages,units,0,10.1.1.1.7.2,55
2021,Nova Scotia,2021A000212,Count,Algonquian languages,Multiple responses of knowledge of languages,units,0,10.1.1.1.7.3,5730
2021,Nova Scotia,2021A000212,Count,Cree-Innu languages,Total - Single and multiple responses of knowledge of languages,units,0,10.1.1.1.9.1,80
2021,Nova Scotia,2021A000212,Count,Cree-Innu languages,Multiple responses of knowledge of languages,units,0,10.1.1.1.9.3,80
2021,Nova Scotia,2021A000212,Count,Cree languages,Total - Single and multiple responses of knowledge of languages,units,0,10.1.1.1.11.1,75
2021,Nova Scotia,2021A000212,Count,Cree languages,Multiple responses of knowledge of languages,units,0,10.1.1.1.11.3,75
2021,Nova Scotia,2021A000212,Count,Nehiyawewin (Plains Cree),Total - Single and multiple responses of knowledge of languages,units,0,10.1.1.1.16.1,40
2021,Nova Scotia,2021A000212,Count,Nehiyawewin (Plains Cree),Multiple responses of knowledge of languages,units,0,10.1.1.1.16.3,40
2021,Nova Scotia,2021A000212,Count,Nihithawiwin (Woods Cree),Total - Single and multiple responses of knowledge of languages,units,0,10.1.1.1.17.1,10
2021,Nova Scotia,2021A000212,Count,Nihithawiwin (Woods Cree),Multiple responses of knowledge of languages,units,0,10.1.1.1.17.3,10
2021,Nova Scotia,2021A000212,Count,"Cree, n.o.s.",Total - Single and multiple responses of knowledge of languages,units,0,10.1.1.1.18.1,20
2021,Nova Scotia,2021A000212,Count,"Cree, n.o.s.",Multiple responses of knowledge of languages,units,0,10.1.1.1.18.3,20
2021,Nova Scotia,2021A000212,Count,Eastern Algonquian languages,Total - Single and multiple responses of knowledge of languages,units,0,10.1.1.1.21.1,5655
2021,Nova Scotia,2021A000212,Count,Eastern Algonquian languages,Single responses of knowledge of languages,units,0,10.1.1.1.21.2,55
2021,Nova Scotia,2021A000212,Count,Eastern Algonquian languages,Multiple responses of knowledge of languages,units,0,10.1.1.1.21.3,5605
2021,Nova Scotia,2021A000212,Count,Mi'kmaq,Total - Single and multiple responses of knowledge of languages,units,0,10.1.1.1.22.1,5650
2021,Nova Scotia,2021A000212,Count,Mi'kmaq,Single responses of knowledge of languages,units,0,10.1.1.1.22.2,55
2021,Nova Scotia,2021A000212,Count,Mi'kmaq,Multiple responses of knowledge of languages,units,0,10.1.1.1.22.3,5595
2021,Nova Scotia,2021A000212,Count,Wolastoqewi (Malecite),Total - Single and multiple responses of knowledge of languages,units,0,10.1.1.1.23.1,10
2021,Nova Scotia,2021A000212,Count,Wolastoqewi (Malecite),Multiple responses of knowledge of languages,units,0,10.1.1.1.23.3,10
2021,Nova Scotia,2021A000212,Count,Ojibway-Potawatomi languages,Total - Single and multiple responses of knowledge of languages,units,0,10.1.1.1.24.1,65
2021,Nova Scotia,2021A000212,Count,Ojibway-Potawatomi languages,Multiple responses of knowledge of languages,units,0,10.1.1.1.24.3,65
2021,Nova Scotia,2021A000212,Count,Anicinabemowin (Algonquin),Total - Single and multiple responses of knowledge of languages,units,0,10.1.1.1.25.1,10
2021,Nova Scotia,2021A000212,Count,Anicinabemowin (Algonquin),Multiple responses of knowledge of languages,units,0,10.1.1.1.25.3,10
2021,Nova Scotia,2021A000212,Count,Ojibway languages,Total - Single and multiple responses of knowledge of languages,units,0,10.1.1.1.27.1,55
2021,Nova Scotia,2021A000212,Count,Ojibway languages,Multiple responses of knowledge of languages,units,0,10.1.1.1.27.3,55
2021,Nova Scotia,2021A000212,Count,Anishinaabemowin (Chippewa),Total - Single and multiple responses of knowledge of languages,units,0,10.1.1.1.28.1,20
2021,Nova Scotia,2021A000212,Count,Anishinaabemowin (Chippewa),Multiple responses of knowledge of languages,units,0,10.1.1.1.28.3,20
2021,Nova Scotia,2021A000212,Count,"Ojibway, n.o.s.",Total - Single and multiple responses of knowledge of languages,units,0,10.1.1.1.31.1,25
2021,Nova Scotia,2021A000212,Count,"Ojibway, n.o.s.",Multiple responses of knowledge of languages,units,0,10.1.1.1.31.3,25
2021,Nova Scotia,2021A000212,Count,Athabaskan languages,Total - Single and multiple responses of knowledge of languages,units,0,10.1.1.1.33.1,20
2021,Nova Scotia,2021A000212,Count,Athabaskan languages,Multiple responses of knowledge of languages,units,0,10.1.1.1.33.3,20
2021,Nova Scotia,2021A000212,Count,Northern Athabaskan languages,Total - Single and multiple responses of knowledge of languages,units,0,10.1.1.1.34.1,20
2021,Nova Scotia,2021A000212,Count,Northern Athabaskan languages,Multiple responses of knowledge of languages,units,0,10.1.1.1.34.3,20
2021,Nova Scotia,2021A000212,Count,"Dene, n.o.s.",Total - Single and multiple responses of knowledge of languages,units,0,10.1.1.1.37.1,10
2021,Nova Scotia,2021A000212,Count,"Dene, n.o.s.",Multiple responses of knowledge of languages,units,0,10.1.1.1.37.3,10
2021,Nova Scotia,2021A000212,Count,Inuktut (Inuit) languages,Total - Single and multiple responses of knowledge of languages,units,0,10.1.1.1.58.1,75
2021,Nova Scotia,2021A000212,Count,Inuktut (Inuit) languages,Multiple responses of knowledge of languages,units,0,10.1.1.1.58.3,75
2021,Nova Scotia,2021A000212,Count,Inuktitut,Total - Single and multiple responses of knowledge of languages,units,0,10.1.1.1.62.1,75
2021,Nova Scotia,2021A000212,Count,Inuktitut,Multiple responses of knowledge of languages,units,0,10.1.1.1.62.3,75
2021,Nova Scotia,2021A000212,Count,Iroquoian languages,Total - Single and multiple responses of knowledge of languages,units,0,10.1.1.1.64.1,10
2021,Nova Scotia,2021A000212,Count,Iroquoian languages,Multiple responses of knowledge of languages,units,0,10.1.1.1.64.3,10
2021,Nova Scotia,2021A000212,Count,Mohawk,Total - Single and multiple responses of knowledge of languages,units,0,10.1.1.1.66.1,10
2021,Nova Scotia,2021A000212,Count,Mohawk,Multiple responses of knowledge of languages,units,0,10.1.1.1.66.3,10
